chr sx dx TE BLAST_len TE_len dist_5 dist_3 diff_len
scaffold_2 27661443 27661469 scaffold_3_22829778_22837586 7795 7809 13 0 14
scaffold_2 27694514 27694587 scaffold_3_22282619_22283960 1327 1342 4 10 15
scaffold_2 27697674 27697673 scaffold_4_19024764_19026360 1568 1597 28 0 29
scaffold_2 27784913 27784946 scaffold_5_12564544_12565292 704 749 1 43 45
scaffold_2 27862680 27862673 268_NHF 680 686 3 2 6
scaffold_2 27938709 27938760 9_NHF 607 611 3 0 4
scaffold_2 27972878 27972865 9_NHF 591 611 0 19 20
scaffold_2 27975358 27975360 scaffold_6_17672789_17673859 1060 1071 0 10 11
scaffold_2 27976812 27976861 scaffold_1_11125763_11127216 1436 1454 0 17 18
scaffold_2 27987726 27987722 scaffold_9_4686157_4691356 5165 5200 31 3 35
scaffold_2 28003898 28003924 scaffold_9_27214584_27216006 1402 1423 1 19 21
scaffold_2 28020051 28020045 scaffold_9_11377832_11381360 3523 3529 5 0 6
scaffold_2 28107655 28107660 scaffold_5_4389002_4408042 19035 19041 1 4 6
scaffold_2 28291148 28291278 scaffold_2_28464671_28497527 19716 32857 3541 9599 13141
scaffold_2 28419585 28419605 scaffold_8_12568947_12581252 12305 12306 0 0 1
scaffold_2 28465932 28466037 2868_NHF 127 150 22 0 23
scaffold_2 28603501 28603529 scaffold_5_26930554_26931587 1023 1034 0 10 11
scaffold_2 28620361 28620371 scaffold_8_2860290_2861969 1574 1680 80 25 106
scaffold_2 28623530 28623851 9_NHF 549 611 0 61 62
scaffold_2 28631439 28631465 2608_NHF 151 152 0 0 1
scaffold_2 28731487 28731486 scaffold_2_27557959_27560654 2694 2696 1 0 2
scaffold_2 28858480 28858511 scaffold_1_19599560_19611442 11879 11883 0 3 4
scaffold_2 28872529 28872524 scaffold_3_8846942_8852706 5686 5765 10 68 79
scaffold_2 28887284 28887342 scaffold_3_24306323_24307564 860 1242 358 23 382
scaffold_2 29031385 29031420 28_NHF 336 357 0 20 21
scaffold_2 29138180 29138200 115_NHF 235 333 85 12 98
scaffold_2 29147428 29147483 60_NHF 311 317 0 5 6
scaffold_2 29327012 29327058 scaffold_8_7395636_7403314 7676 7679 0 2 3
scaffold_2 29530602 29530654 scaffold_5_1230606_1234262 3644 3657 4 8 13
scaffold_2 29593977 29593998 2608_NHF 151 152 0 0 1
scaffold_2 29627617 29627689 scaffold_5_37209469_37210432 934 964 0 29 30
scaffold_2 29634560 29634568 scaffold_3_30003640_30004808 1127 1169 41 0 42
scaffold_2 29688107 29688160 scaffold_3_24306323_24307564 860 1242 358 23 382
scaffold_2 29829727 29829722 scaffold_9_4788354_4790228 1874 1875 0 0 1
scaffold_2 30140710 30140711 scaffold_7_10723334_10728805 5457 5472 0 14 15
scaffold_2 30179577 30179584 scaffold_7_11479921_11480900 975 980 0 4 5
scaffold_2 30271674 30271726 scaffold_6_20898844_20899698 849 855 5 0 6
scaffold_2 30295842 30295843 scaffold_1_18837083_18838634 1496 1552 5 50 56
scaffold_2 30321060 30321084 scaffold_5_3437642_3438648 1005 1007 0 1 2
scaffold_2 30346179 30346184 scaffold_8_424052_425692 1571 1641 67 2 70
scaffold_2 30418705 30418702 scaffold_5_27632540_27634062 1490 1523 5 27 33
scaffold_2 30472567 30472562 scaffold_6_14879488_14881014 1358 1527 167 1 169
scaffold_2 30497091 30497154 scaffold_8_7395636_7403314 7674 7679 2 2 5
scaffold_2 30520207 30520230 scaffold_9_3042911_3045097 2173 2187 9 4 14
scaffold_2 30752496 30752525 scaffold_9_21014338_21016668 2272 2331 58 0 59
scaffold_2 30959635 30959639 scaffold_7_1887564_1889896 2304 2333 10 18 29
scaffold_2 30976657 30976656 41_NHF 310 366 34 21 56
scaffold_2 30984593 30984613 scaffold_3_24306323_24307564 856 1242 361 24 386
scaffold_2 30988625 30988622 517_NHF 816 819 2 0 3
scaffold_2 31148758 31148739 scaffold_3_14066317_14067469 1126 1153 14 12 27
scaffold_2 31188422 31188427 scaffold_5_19094706_19099917 5180 5212 24 7 32
scaffold_2 31238451 31238464 3736_NHF 462 465 2 0 3
scaffold_2 31548599 31548603 scaffold_5_1150221_1155023 4802 4803 0 0 1
scaffold_2 31560151 31560192 scaffold_9_16822754_16823749 995 996 0 0 1
scaffold_2 31652348 31652503 scaffold_3_1687038_1688679 1062 1642 531 48 580
scaffold_2 31795062 31795098 2608_NHF 138 152 0 13 14
scaffold_2 31804778 31804806 284_NHF 157 171 13 0 14
scaffold_2 31900325 31900331 scaffold_3_24306323_24307564 845 1242 361 35 397
scaffold_2 32090616 32090608 scaffold_1_23168331_23169806 1424 1476 20 31 52
scaffold_2 32176276 32176304 36_NHF 347 436 56 32 89
scaffold_2 32335121 32335114 9_NHF 568 611 42 0 43
scaffold_2 32378997 32379107 scaffold_6_13468724_13473148 3569 4425 855 0 856
scaffold_2 32416341 32416338 517_NHF 816 819 2 0 3
scaffold_2 32519109 32519096 211_NHF 161 190 18 10 29
scaffold_2 32617978 32618008 scaffold_3_38279025_38284389 5275 5365 70 19 90
scaffold_2 32736834 32736904 scaffold_5_4408781_4409702 912 922 9 0 10
scaffold_2 32823418 32823443 scaffold_1_19630566_19632230 1611 1665 45 8 54
scaffold_2 32865594 32865637 scaffold_7_13557306_13560488 3142 3183 0 40 41
scaffold_2 32980041 32980079 scaffold_3_24306323_24307564 855 1242 363 23 387
scaffold_2 33118010 33118039 scaffold_1_18716005_18717000 994 996 0 1 2
scaffold_2 33347493 33347488 scaffold_2_11331720_11332958 1221 1239 0 17 18
scaffold_2 33357787 33357796 scaffold_6_13730368_13737275 6903 6908 0 4 5
scaffold_2 33359208 33359238 scaffold_8_24383152_24384243 698 1092 226 167 394
scaffold_2 33445214 33445235 4938_NHF 123 198 3 71 75
scaffold_2 33502251 33502240 115_NHF 328 333 1 3 5
scaffold_2 33514544 33514583 scaffold_3_35813496_35825829 12333 12334 0 0 1
scaffold_2 33540159 33540197 2608_NHF 138 152 0 13 14
scaffold_2 33554919 33554964 4_NHF 1009 1010 0 0 1
scaffold_2 33750809 33750816 9_NHF 610 611 0 0 1
scaffold_2 33793624 33793621 9_NHF 609 611 0 1 2
scaffold_2 33810783 33810769 scaffold_4_21661274_21662368 661 1095 261 172 434
scaffold_2 33951639 33951647 scaffold_8_5593493_5598662 5167 5170 2 0 3
scaffold_2 34032984 34033036 9_NHF 605 611 0 5 6
scaffold_2 34096868 34096895 scaffold_4_414566_418315 3746 3750 2 1 4
scaffold_2 34157216 34157225 517_NHF 775 819 36 7 44
scaffold_2 34422684 34422688 scaffold_8_19697110_19709708 12598 12599 0 0 1
scaffold_2 34443598 34443626 2608_NHF 132 152 6 13 20
scaffold_2 34554259 34554324 83_NHF 974 988 9 4 14
scaffold_2 34609017 34609030 scaffold_3_24306323_24307564 837 1242 358 46 405
scaffold_2 34641254 34641274 scaffold_9_6394889_6405974 11070 11086 0 15 16
scaffold_2 34685365 34685358 scaffold_5_33676034_33682200 6157 6167 9 0 10
scaffold_2 35116908 35116974 scaffold_6_24726046_24727998 1944 1953 1 7 9
scaffold_2 35217593 35217620 scaffold_7_14084975_14088199 3224 3225 0 0 1
scaffold_2 35531235 35531266 scaffold_9_25974794_25976101 1293 1308 14 0 15
scaffold_2 35907857 35908199 68_NHF 492 836 115 228 344
scaffold_2 35958737 35958753 scaffold_8_19697110_19709708 12598 12599 0 0 1
scaffold_2 36045614 36045612 scaffold_1_18716005_18717000 979 996 6 10 17
scaffold_2 36147575 36147598 scaffold_2_8119834_8122134 2294 2301 2 4 7
scaffold_2 36224934 36224988 scaffold_1_10951428_10961104 9670 9677 0 6 7
scaffold_2 36243538 36243546 scaffold_6_22501190_22513674 12448 12485 0 36 37
scaffold_3 23778 23865 scaffold_3_2534041_2535663 1596 1623 0 26 27
scaffold_3 435930 435941 scaffold_2_24839364_24841593 2001 2230 228 0 229
scaffold_3 437485 437504 scaffold_9_9541908_9547364 5440 5457 1 15 17
scaffold_3 506566 506600 scaffold_6_24175418_24176284 860 867 0 6 7
scaffold_3 531222 531225 scaffold_6_24726046_24727998 1804 1953 131 17 149
scaffold_3 532829 532840 125_NHF 405 465 18 41 60
scaffold_3 702808 702812 scaffold_4_16290594_16295877 5278 5284 0 5 6
scaffold_3 836782 836791 scaffold_3_8439917_8441076 1149 1160 4 6 11
scaffold_3 1179040 1179071 9_NHF 593 611 3 14 18
scaffold_3 1268556 1268565 scaffold_2_23586709_23590883 4161 4175 2 11 14
scaffold_3 1273753 1273757 scaffold_3_24306323_24307564 639 1242 474 128 603
scaffold_3 1516685 1516726 scaffold_7_13557306_13560488 3139 3183 3 40 44
scaffold_3 1520006 1520013 28_NHF 337 357 0 19 20
scaffold_3 1577780 1577778 scaffold_8_8846606_8852087 5479 5482 1 1 3
scaffold_3 1798893 1798922 9_NHF 610 611 0 0 1
scaffold_3 1862411 1862435 scaffold_9_29899152_29906195 7011 7044 31 1 33
scaffold_3 1916922 1916935 scaffold_1_19030616_19031596 883 981 28 69 98
scaffold_3 2321204 2321270 583_NHF 77 80 0 2 3
scaffold_3 2350446 2350438 scaffold_5_32433627_32440694 7059 7068 0 8 9
scaffold_3 2495183 2495195 scaffold_110_15028_16541 927 1514 83 503 587
scaffold_3 2718299 2718300 scaffold_1_28283500_28288246 4727 4747 9 10 20
scaffold_3 3037708 3037714 scaffold_2_27419484_27420899 1415 1416 0 0 1
scaffold_3 3259265 3259256 299_NHF 641 662 2 18 21
scaffold_3 3293505 3293551 scaffold_8_24077606_24086836 9225 9231 0 5 6
scaffold_3 3386304 3386307 scaffold_1_18716005_18717000 925 996 38 32 71
scaffold_3 3478378 3478441 955_NHF 454 455 0 0 1
scaffold_3 3579127 3579126 scaffold_2_22680690_22685740 5030 5051 20 0 21
scaffold_3 3598226 3598278 41_NHF 343 366 22 0 23
scaffold_3 3736699 3736751 scaffold_3_18111329_18119194 7863 7866 2 0 3
scaffold_3 3740351 3740368 scaffold_4_3036673_3042166 5455 5494 8 30 39
scaffold_3 3776506 3776529 115_NHF 329 333 2 1 4
scaffold_3 3821427 3821408 scaffold_6_18542538_18544382 1232 1845 326 286 613
scaffold_3 3890749 3890741 scaffold_7_8414724_8420734 5985 6011 6 19 26
scaffold_3 4218460 4218482 scaffold_6_14629988_14633163 3162 3176 13 0 14
scaffold_3 4270017 4270026 scaffold_9_25347119_25349494 2348 2376 0 27 28
scaffold_3 4292044 4292055 scaffold_2_30098088_30111174 13038 13087 36 12 49
scaffold_3 4346185 4346195 266_NHF 139 141 0 1 2
scaffold_3 4625840 4625941 scaffold_1_1213486_1220868 7381 7383 0 1 2
scaffold_3 4631265 4631325 scaffold_9_29899152_29906195 7016 7044 26 1 28
scaffold_3 4767855 4767857 scaffold_8_424052_425692 1630 1641 8 2 11
scaffold_3 4897601 4897600 scaffold_2_13401976_13412760 10777 10785 7 0 8
scaffold_3 4943708 4943717 125_NHF 430 465 4 30 35
scaffold_3 5388095 5388184 756_NHF 118 132 8 5 14
scaffold_3 5403067 5403137 422_NHF 298 335 25 11 37
scaffold_3 5414132 5414134 6670_NHF 148 255 0 106 107
scaffold_3 5503097 5503085 scaffold_3_5502200_5504063 942 1864 14 907 922
scaffold_3 5624977 5625000 scaffold_5_37813592_37815052 1447 1461 13 0 14
scaffold_3 5864652 5864677 scaffold_4_2232135_2233094 748 960 150 61 212
scaffold_3 5872329 5872347 scaffold_3_24306323_24307564 846 1242 357 38 396
scaffold_3 5910671 5910688 scaffold_7_8114258_8115262 995 1005 1 8 10
scaffold_3 6039390 6039416 2608_NHF 138 152 0 13 14
scaffold_3 6042706 6042746 scaffold_1_16750360_16751381 994 1022 2 25 28
scaffold_3 6587731 6587747 scaffold_7_1386898_1392852 5406 5955 367 181 549
scaffold_3 6716653 6716699 scaffold_2_23553928_23559203 5184 5276 0 91 92
scaffold_3 6783555 6783823 scaffold_3_20990276_21030794 23196 40519 11322 6000 17323
scaffold_3 6840953 6840982 scaffold_9_16740144_16741150 990 1007 14 2 17
scaffold_3 6857493 6857484 scaffold_5_53088_55049 1954 1962 0 7 8
scaffold_3 7290652 7290659 2608_NHF 135 152 0 16 17
scaffold_3 7573624 7573707 scaffold_8_2860290_2861969 1637 1680 17 25 43
scaffold_3 7701873 7701903 scaffold_4_3036673_3042166 5486 5494 5 2 8
scaffold_3 7967609 7967634 36_NHF 361 436 74 0 75
scaffold_3 8044551 8044568 scaffold_8_9633569_9638902 5300 5334 0 33 34
scaffold_3 8092293 8092275 scaffold_8_19697110_19709708 12575 12599 0 23 24
scaffold_3 8125955 8125989 9700_NHF 148 209 14 46 61
scaffold_3 8198029 8198058 583_NHF 77 80 0 2 3
scaffold_3 8247646 8247641 36_NHF 435 436 0 0 1
scaffold_3 8309833 8309843 scaffold_3_8062965_8067895 4900 4931 21 9 31
scaffold_3 8453003 8453332 scaffold_9_26607599_26620073 12474 12475 0 0 1
scaffold_3 8553072 8553060 scaffold_3_24890538_24892869 2329 2332 2 0 3
scaffold_3 8636786 8636805 scaffold_3_11610932_11612830 1898 1899 0 0 1
scaffold_3 8843304 8843315 9_NHF 610 611 0 0 1
scaffold_3 8925134 8925191 scaffold_8_7377203_7378242 1039 1040 0 0 1
scaffold_3 8978831 8978854 scaffold_3_25477662_25479157 1492 1496 0 3 4
scaffold_3 9015407 9015403 scaffold_8_12858560_12859436 846 877 8 22 31
scaffold_3 9080539 9080533 9_NHF 565 611 45 0 46
scaffold_3 9196094 9196098 scaffold_3_42765135_42771799 6505 6665 83 76 160
scaffold_3 9273509 9273500 9_NHF 537 611 73 0 74
scaffold_3 9824013 9824016 2597_NHF 433 451 14 3 18
scaffold_3 9902614 9902681 scaffold_1_11833537_11834899 1280 1363 74 8 83
scaffold_3 9913044 9913040 scaffold_3_29729436_29734387 4928 4952 19 4 24
scaffold_3 10033671 10033692 scaffold_4_16290594_16295877 5276 5284 0 7 8
scaffold_3 10110378 10110394 scaffold_4_5168422_5172678 4244 4257 12 0 13
scaffold_3 10376453 10376450 9700_NHF 182 209 0 26 27
scaffold_3 10381742 10381735 3866_NHF 442 449 6 0 7
scaffold_3 10542174 10542171 scaffold_3_27448844_27453570 4716 4727 0 10 11
scaffold_3 10667768 10667792 scaffold_4_23533519_23534968 1449 1450 0 0 1
scaffold_3 10670306 10670333 scaffold_7_15122792_15124117 1317 1326 0 8 9
scaffold_3 10716213 10716241 scaffold_3_24306323_24307564 645 1242 474 122 597
scaffold_3 10723261 10723291 scaffold_2_22640915_22653401 12484 12487 0 2 3
scaffold_3 10813309 10813324 scaffold_7_18039792_18042300 2491 2509 0 17 18
scaffold_3 10984187 10984181 scaffold_2_24833636_24835423 1754 1788 25 8 34
scaffold_3 11092763 11092780 scaffold_1_1958414_1965752 6974 7339 202 162 365
scaffold_3 11177589 11177649 scaffold_9_1982288_1992621 10263 10334 41 29 71
scaffold_3 11343765 11343777 scaffold_8_17679282_17680588 1277 1307 0 29 30
scaffold_3 11346333 11346331 scaffold_6_1437350_1445289 7939 7940 0 0 1
scaffold_3 11371837 11371836 scaffold_3_24306323_24307564 650 1242 464 127 592
scaffold_3 11425811 11425810 scaffold_7_8853228_8856154 2926 2927 0 0 1
scaffold_3 11534874 11534868 scaffold_7_1887564_1889896 2223 2333 13 96 110
scaffold_3 11578668 11578678 scaffold_7_8853228_8856154 2926 2927 0 0 1
scaffold_3 11607771 11607876 scaffold_5_31371490_31372986 1493 1497 0 3 4
scaffold_3 12154241 12154244 scaffold_3_24306323_24307564 635 1242 474 132 607
scaffold_3 12222088 12222143 scaffold_4_16290594_16295877 5276 5284 0 7 8
scaffold_3 12411169 12411244 scaffold_5_42176941_42183308 6352 6368 15 0 16
scaffold_3 12502354 12502423 scaffold_1_11972627_11986295 11242 13669 974 1452 2427
scaffold_3 12588553 12588556 scaffold_3_24306323_24307564 813 1242 358 70 429
scaffold_3 12654266 12654273 scaffold_1_16037689_16043036 5346 5348 0 1 2
scaffold_3 12831800 12831831 scaffold_1_5847368_5861646 14266 14279 3 9 13
scaffold_3 12856945 12856939 scaffold_2_13401976_13412760 10777 10785 7 0 8
scaffold_3 12904790 12904842 scaffold_7_15122792_15124117 1308 1326 0 17 18
scaffold_3 12965279 12965305 scaffold_2_2369591_2370358 762 768 0 5 6
scaffold_3 12978707 12978754 scaffold_4_8054596_8062874 8278 8279 0 0 1
scaffold_3 12982564 12982571 9_NHF 610 611 0 0 1
scaffold_3 13007673 13007717 scaffold_3_29634038_29639094 5049 5057 7 0 8
scaffold_3 13054378 13054403 scaffold_5_42176941_42183308 6325 6368 42 0 43
scaffold_3 13110014 13110038 scaffold_6_601653_614124 12451 12472 20 0 21
scaffold_3 13270746 13270753 scaffold_8_17679282_17680588 1283 1307 15 8 24
scaffold_3 13356306 13356308 scaffold_3_9812752_9813565 733 814 0 80 81
scaffold_3 13366790 13366804 scaffold_3_22829778_22837586 7798 7809 10 0 11
scaffold_3 13590387 13590378 scaffold_3_24306323_24307564 658 1242 465 118 584
scaffold_3 13732146 13732159 scaffold_6_601653_614124 12462 12472 9 0 10
scaffold_3 13778034 13778097 scaffold_5_7588951_7598676 9721 9726 0 4 5
scaffold_3 13976967 13976974 9_NHF 606 611 2 2 5
scaffold_3 13991105 13991136 scaffold_8_10892703_10894076 1316 1374 44 13 58
scaffold_3 14010312 14010313 scaffold_2_17826657_17850972 24306 24316 0 9 10
scaffold_3 14079310 14079302 scaffold_3_24306323_24307564 829 1242 358 54 413
scaffold_3 14123084 14123093 scaffold_3_42765135_42771799 6493 6665 97 74 172
scaffold_3 14388203 14388495 scaffold_3_29857485_29869824 12242 12340 26 71 98
scaffold_3 14523456 14523482 scaffold_9_26607599_26620073 12474 12475 0 0 1
scaffold_3 14868969 14868998 scaffold_5_42176941_42183308 6351 6368 16 0 17
scaffold_3 15200377 15200403 scaffold_8_11486577_11493919 5088 7343 2076 178 2255
scaffold_3 15461059 15461091 scaffold_9_19057961_19064583 6621 6623 0 1 2
scaffold_3 15568452 15568582 scaffold_8_11486577_11493919 7248 7343 42 52 95
scaffold_3 15835573 15835605 scaffold_2_13451656_13455310 3262 3655 382 10 393
scaffold_3 16061152 16061136 scaffold_4_13758846_13760072 1168 1227 56 2 59
scaffold_3 16144604 16144723 scaffold_2_7694092_7707586 12492 13495 976 26 1003
scaffold_3 16294827 16294890 scaffold_3_24306323_24307564 858 1242 358 25 384
scaffold_3 16330577 16330600 scaffold_3_35813496_35825829 12333 12334 0 0 1
scaffold_3 16406840 16406843 scaffold_3_9812752_9813565 771 814 9 33 43
scaffold_3 16415947 16415975 scaffold_3_32189512_32191960 2448 2449 0 0 1
scaffold_3 16487823 16487876 scaffold_1_5847368_5861646 14265 14279 0 13 14
scaffold_3 16488521 16488552 36_NHF 433 436 2 0 3
scaffold_3 16710546 16710560 scaffold_9_26607599_26620073 12474 12475 0 0 1
scaffold_3 16949465 16949468 scaffold_2_24822730_24826484 3738 3755 15 1 17
scaffold_3 17064769 17064971 scaffold_3_17115238_17148764 24719 33527 7152 1655 8808
scaffold_3 17450962 17451095 scaffold_5_2166944_2172372 4594 5429 754 80 835
scaffold_3 17906473 17906781 scaffold_9_12920231_12935130 14665 14900 91 143 235
scaffold_3 18350424 18350433 scaffold_3_35813496_35825829 12333 12334 0 0 1
scaffold_3 18366237 18366263 scaffold_7_17908140_17909206 1013 1067 44 9 54
scaffold_3 18511221 18511243 scaffold_9_20813556_20819308 5741 5753 0 11 12
scaffold_3 18523913 18523931 scaffold_7_15083492_15085488 1662 1997 10 324 335
scaffold_3 18643172 18643237 5705_NHF 238 416 162 15 178
scaffold_3 18770653 18770734 scaffold_5_24577096_24581188 4005 4093 82 5 88
scaffold_3 18776850 18776842 scaffold_3_24306323_24307564 657 1242 472 112 585
scaffold_3 18890285 18890268 scaffold_8_19697110_19709708 12538 12599 0 60 61
scaffold_3 18983084 18983078 284_NHF 170 171 0 0 1
scaffold_3 19019932 19019965 scaffold_5_6355628_6364480 8805 8853 39 8 48
scaffold_3 19032575 19032773 scaffold_1_14055922_14069062 11442 13141 976 722 1699
scaffold_3 19238395 19238447 scaffold_8_2783014_2788460 5442 5447 0 4 5
scaffold_3 19283855 19283853 scaffold_3_25477662_25479157 1440 1496 0 55 56
scaffold_3 19513958 19513960 scaffold_8_9593175_9596742 3564 3568 3 0 4
scaffold_3 19544961 19545048 4307_NHF 310 400 0 89 90
scaffold_3 19706905 19706962 scaffold_7_10642737_10649340 6598 6604 0 5 6
scaffold_3 19716927 19716926 scaffold_5_22701324_22710360 6194 9037 886 1956 2843
scaffold_3 19729019 19729017 scaffold_7_18039792_18042300 2508 2509 0 0 1
scaffold_3 19810391 19810386 scaffold_6_1437350_1445289 7939 7940 0 0 1
scaffold_3 19893399 19893437 scaffold_3_9812752_9813565 800 814 0 13 14
scaffold_3 19942429 19942416 scaffold_3_19527493_19537439 9892 9947 7 47 55
scaffold_3 19955308 19955315 scaffold_4_8894176_8905827 11651 11652 0 0 1
scaffold_3 19962077 19962117 scaffold_9_14255894_14257590 1696 1697 0 0 1
scaffold_3 20011950 20011982 scaffold_7_17908140_17909206 1017 1067 15 34 50
scaffold_3 20197031 20197038 scaffold_9_10612870_10620356 7486 7487 0 0 1
scaffold_3 20359777 20359782 scaffold_3_35813496_35825829 12328 12334 5 0 6
scaffold_3 20380191 20380245 scaffold_9_9655498_9663952 7379 8455 0 1075 1076
scaffold_3 20401633 20401645 6045_NHF 405 422 16 0 17
scaffold_3 20414776 20415015 999_NHF 597 867 200 69 270
scaffold_3 20433047 20433084 scaffold_7_14084975_14088199 3224 3225 0 0 1
scaffold_3 20434571 20434600 scaffold_5_42739412_42740464 851 1053 104 97 202
scaffold_3 20443206 20443227 scaffold_7_18039792_18042300 2508 2509 0 0 1
scaffold_3 20746120 20746154 2608_NHF 138 152 0 13 14
scaffold_3 20753952 20753992 scaffold_3_24306323_24307564 857 1242 358 26 385
scaffold_3 20803752 20803747 scaffold_3_24306323_24307564 647 1242 474 120 595
scaffold_3 20847102 20847105 scaffold_6_5797210_5809811 12598 12602 0 3 4
scaffold_3 20874655 20874651 866_NHF 602 658 40 15 56
scaffold_3 21052616 21052608 scaffold_3_32007892_32009422 1530 1531 0 0 1
scaffold_3 21054716 21054750 scaffold_10_301992_310518 8526 8527 0 0 1
scaffold_3 21189740 21189749 scaffold_4_8894176_8905827 11651 11652 0 0 1
scaffold_3 21285871 21285925 scaffold_3_3530023_3530928 905 906 0 0 1
scaffold_3 21308681 21308693 scaffold_9_20813556_20819308 5736 5753 0 16 17
scaffold_3 21389915 21389913 scaffold_8_7377203_7378242 1018 1040 0 21 22
scaffold_3 21477624 21477620 scaffold_9_27023705_27035992 12276 12288 11 0 12
scaffold_3 21574985 21575050 scaffold_5_31374518_31375946 1405 1429 0 23 24
scaffold_3 21646493 21646494 scaffold_8_24077606_24086836 9226 9231 0 4 5
scaffold_3 22055924 22055969 scaffold_8_9633569_9638902 5269 5334 42 22 65
scaffold_3 22065568 22065696 scaffold_3_22060084_22065732 5551 5649 47 50 98
scaffold_3 22089303 22089299 scaffold_8_7377203_7378242 1039 1040 0 0 1
scaffold_3 22108999 22108983 scaffold_9_24549110_24550112 1002 1003 0 0 1
scaffold_3 22109873 22109882 scaffold_6_10768694_10781736 13042 13043 0 0 1
scaffold_3 22206352 22206356 scaffold_3_16880149_16885313 4943 5165 156 65 222
scaffold_3 22227086 22227088 scaffold_2_15718018_15728996 10977 10979 0 1 2
scaffold_3 22247116 22247111 scaffold_9_8945383_8950216 4819 4834 14 0 15
scaffold_3 22324466 22324510 scaffold_1_5847368_5861646 14247 14279 1 30 32
scaffold_3 22510403 22510406 scaffold_9_10785380_10791464 5657 6085 376 51 428
scaffold_3 22511865 22511861 2991_NHF 258 267 8 0 9
scaffold_3 22577831 22577830 scaffold_6_243220_248748 5524 5529 0 4 5
scaffold_3 22664237 22664244 scaffold_3_4725912_4735050 9128 9139 0 10 11
scaffold_3 22668021 22668080 scaffold_8_12788054_12796455 8391 8402 0 10 11
scaffold_3 22694514 22694860 scaffold_2_15799944_15824916 20451 24973 3082 1439 4522
scaffold_3 22754261 22754256 scaffold_5_33896158_33897176 1009 1019 9 0 10
scaffold_3 22779568 22779589 scaffold_3_3530023_3530928 905 906 0 0 1
scaffold_3 22806610 22806622 scaffold_2_26431278_26433954 2613 2677 46 17 64
scaffold_3 23185621 23185681 scaffold_1_26688397_26689870 1464 1474 0 9 10
scaffold_3 23227874 23227952 scaffold_6_1437350_1445289 7939 7940 0 0 1
scaffold_3 23272348 23272349 scaffold_7_14180323_14181465 1112 1143 0 30 31
scaffold_3 23477569 23477677 scaffold_3_28349199_28357851 8456 8653 158 38 197
scaffold_3 23558109 23558107 992_NHF 651 658 0 6 7
scaffold_3 23578914 23578911 scaffold_9_15904500_15908506 3920 4007 56 30 87
scaffold_3 23906373 23906405 scaffold_8_18445150_18453872 8710 8723 0 12 13
scaffold_3 24008869 24008897 scaffold_9_15967526_15980049 12512 12524 11 0 12
scaffold_3 24410673 24410961 scaffold_5_38866256_38869443 2566 3188 485 136 622
scaffold_3 24784109 24784107 scaffold_8_9814568_9819672 4962 5105 142 0 143
scaffold_3 24917406 24917394 115_NHF 331 333 1 0 2
scaffold_3 24937272 24937273 scaffold_6_601653_614124 12462 12472 9 0 10
scaffold_3 24958549 24958546 scaffold_2_33492416_33493453 1009 1038 27 1 29
scaffold_3 24964121 24964141 scaffold_1_19305822_19311888 6065 6067 0 1 2
scaffold_3 25005954 25005957 scaffold_9_27023705_27035992 12277 12288 8 2 11
scaffold_3 25046430 25046449 36_NHF 433 436 2 0 3
scaffold_3 25223011 25223006 scaffold_9_10785380_10791464 6069 6085 15 0 16
scaffold_3 25282237 25282232 scaffold_4_23325123_23326140 994 1018 23 0 24
scaffold_3 25297783 25297791 scaffold_9_8945383_8950216 4833 4834 0 0 1
scaffold_3 25384509 25384513 scaffold_5_17575541_17577030 1402 1490 87 0 88
scaffold_3 25433164 25433168 scaffold_5_22142138_22143268 1125 1131 5 0 6
scaffold_3 25557002 25557020 266_NHF 137 141 3 0 4
scaffold_3 25593762 25593843 scaffold_2_22829981_22830941 947 961 13 0 14
scaffold_3 25748033 25748028 scaffold_2_10346438_10356477 9994 10040 43 2 46
scaffold_3 25752331 25752339 scaffold_1_20824809_20830356 5547 5548 0 0 1
scaffold_3 25754061 25754089 scaffold_7_10642737_10649340 6598 6604 0 5 6
scaffold_3 25760979 25760974 scaffold_9_10612870_10620356 7483 7487 0 3 4
scaffold_3 26059043 26059035 scaffold_2_28626575_28627908 674 1334 649 10 660
scaffold_3 26102153 26102163 scaffold_1_5304418_5316374 11834 11957 31 91 123
scaffold_3 26136033 26136032 scaffold_1_11125763_11127216 1453 1454 0 0 1
scaffold_3 26189100 26189101 2403_LTR/Copia 4138 4915 768 8 777
scaffold_3 26309259 26309300 scaffold_1_27553769_27554665 812 897 82 2 85
scaffold_3 26465148 26465344 scaffold_5_15143406_15159560 13555 16155 981 1618 2600
scaffold_3 26488531 26488781 scaffold_4_8054596_8062874 6483 8279 97 1698 1796
scaffold_3 26532305 26532302 scaffold_5_1150221_1155023 4771 4803 0 31 32
scaffold_3 26826026 26826062 scaffold_4_18301273_18306756 5408 5484 28 47 76
scaffold_3 26858029 26858115 scaffold_9_13397369_13416564 13577 19196 5599 19 5619
scaffold_3 27065004 27065034 scaffold_8_16270575_16272589 2009 2015 0 5 6
scaffold_3 27094866 27094862 scaffold_4_15877925_15880548 2463 2624 4 156 161
scaffold_3 27178798 27178899 scaffold_4_3760823_3766907 5036 6085 935 113 1049
scaffold_3 27179823 27179835 scaffold_9_15392198_15393115 894 918 1 22 24
scaffold_3 27198107 27198103 scaffold_6_6577833_6595300 17364 17468 5 98 104
